,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Family,Family_label,Deck,Ticket_Class,Surname,FamilyGroup
372,373,0.0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,Unknown,S,Mr,1,1,U,1,Beavan,1
373,374,0.0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,Unknown,C,Mr,1,1,U,2,Ringhini,1
374,375,0.0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,Unknown,S,Miss,5,1,U,1,Palsson,5
375,376,1.0,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,43.11469647488398,1,0,PC 17604,82.1708,Unknown,C,Mrs,2,2,U,2,Meyer,3
376,377,1.0,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,Unknown,S,Miss,1,1,U,1,Landergren,1
377,378,0.0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,Mr,3,2,C,1,Widener,3
378,379,0.0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,Unknown,C,Mr,1,1,U,1,Betros,2
379,380,0.0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,Unknown,S,Mr,1,1,U,1,Gustafsson,4
380,381,1.0,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,Unknown,C,Miss,1,1,U,1,Bidois,1
381,382,1.0,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,Unknown,C,Miss,3,2,U,2,Nakid,3
382,383,0.0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,Unknown,S,Mr,1,1,U,1,Tikkanen,1
383,384,1.0,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,Unknown,S,Mrs,2,2,U,2,Holverson,2
384,385,0.0,3,"Plotcharsky, Mr. Vasil",male,28.226255994772455,0,0,349227,7.8958,Unknown,S,Mr,1,1,U,1,Plotcharsky,1
385,386,0.0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,Unknown,S,Mr,1,1,U,1,Davies,7
386,387,0.0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,Unknown,S,Master,8,0,U,1,Goodwin,8
387,388,1.0,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,Unknown,S,Miss,1,1,U,1,Buss,1
388,389,0.0,3,"Sadlier, Mr. Matthew",male,28.226255994772455,0,0,367655,7.7292,Unknown,Q,Mr,1,1,U,1,Sadlier,1
389,390,1.0,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,Unknown,C,Miss,1,1,U,1,Lehmann,1
390,391,1.0,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,Mr,4,2,B,2,Carter,6
391,392,1.0,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,Unknown,S,Mr,1,1,U,1,Jansson,1
392,393,0.0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,Unknown,S,Mr,3,2,U,1,Gustafsson,4
393,394,1.0,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,Miss,2,2,D,2,Newell,3
394,395,1.0,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,Mrs,3,2,G,2,Sandstrom,3
395,396,0.0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,Unknown,S,Mr,1,1,U,1,Johansson,4
396,397,0.0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,Unknown,S,Miss,1,1,U,1,Olsson,3
397,398,0.0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,Unknown,S,Mr,1,1,U,2,McKane,1
398,399,0.0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,Unknown,S,Officer,1,1,U,1,Pain,1
399,400,1.0,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,Unknown,S,Mrs,1,1,U,1,Trout,1
400,401,1.0,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,Unknown,S,Mr,1,1,U,1,Niskanen,1
401,402,0.0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,Unknown,S,Mr,1,1,U,1,Adams,1
402,403,0.0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,Unknown,S,Miss,2,2,U,1,Jussila,3
403,404,0.0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,Unknown,S,Mr,2,2,U,2,Hakkarainen,2
404,405,0.0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,Unknown,S,Miss,1,1,U,1,Oreskovic,3
405,406,0.0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,Unknown,S,Mr,2,2,U,2,Gale,2
406,407,0.0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,Unknown,S,Mr,1,1,U,1,Widegren,1
407,408,1.0,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,Unknown,S,Master,3,2,U,2,Richards,3
408,409,0.0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,Unknown,S,Mr,1,1,U,1,Birkeland,1
409,410,0.0,3,"Lefebre, Miss. Ida",female,17.333729506491817,3,1,4133,25.4667,Unknown,S,Miss,5,1,U,1,Lefebre,5
410,411,0.0,3,"Sdycoff, Mr. Todor",male,28.226255994772455,0,0,349222,7.8958,Unknown,S,Mr,1,1,U,1,Sdycoff,1
411,412,0.0,3,"Hart, Mr. Henry",male,28.226255994772455,0,0,394140,6.8583,Unknown,Q,Mr,1,1,U,1,Hart,4
412,413,1.0,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,Miss,2,2,C,2,Minahan,3
413,414,0.0,2,"Cunningham, Mr. Alfred Fleming",male,32.535640595957396,0,0,239853,0.0,Unknown,S,Mr,1,1,U,2,Cunningham,1
414,415,1.0,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,Unknown,S,Mr,1,1,U,1,Sundman,1
415,416,0.0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,32.49434306285119,0,0,343095,8.05,Unknown,S,Mrs,1,1,U,1,Meek,1
416,417,1.0,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,Unknown,S,Mrs,3,2,U,2,Drew,3
417,418,1.0,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,Unknown,S,Miss,3,2,U,1,Silven,1
418,419,0.0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,Unknown,S,Mr,1,1,U,1,Matthews,1
419,420,0.0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,Unknown,S,Miss,3,2,U,2,Van Impe,3
420,421,0.0,3,"Gheorgheff, Mr. Stanio",male,28.226255994772455,0,0,349254,7.8958,Unknown,C,Mr,1,1,U,1,Gheorgheff,1
421,422,0.0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Unknown,Q,Mr,1,1,U,1,Charters,1
422,423,0.0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,Unknown,S,Mr,1,1,U,1,Zimmerman,1
423,424,0.0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,Unknown,S,Mrs,3,2,U,2,Danbom,3
424,425,0.0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,Unknown,S,Mr,3,2,U,2,Rosblom,3
425,426,0.0,3,"Wiseman, Mr. Phillippe",male,28.226255994772455,0,0,A/4. 34244,7.25,Unknown,S,Mr,1,1,U,1,Wiseman,1
426,427,1.0,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,Unknown,S,Mrs,2,2,U,2,Clarke,2
427,428,1.0,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,Unknown,S,Miss,1,1,U,2,Phillips,3
428,429,0.0,3,"Flynn, Mr. James",male,28.226255994772455,0,0,364851,7.75,Unknown,Q,Mr,1,1,U,1,Flynn,3
429,430,1.0,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Mr,1,1,E,1,Pickard,1
430,431,1.0,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,Mr,1,1,C,1,Bjornstrom-Steffansson,1
431,432,1.0,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,32.49434306285119,1,0,376564,16.1,Unknown,S,Mrs,2,2,U,2,Thorneycroft,2
432,433,1.0,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,Unknown,S,Mrs,2,2,U,2,Louch,2
433,434,0.0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,Unknown,S,Mr,1,1,U,1,Kallio,1
434,435,0.0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,Mr,2,2,E,2,Silvey,2
435,436,1.0,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,Miss,4,2,B,2,Carter,6
436,437,0.0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,Unknown,S,Miss,5,1,U,1,Ford,6
437,438,1.0,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,Unknown,S,Mrs,6,1,U,2,Richards,3
438,439,0.0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,Mr,6,1,C,1,Fortune,6
439,440,0.0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,Unknown,S,Mr,1,1,U,1,Kvillner,1
440,441,1.0,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,Unknown,S,Mrs,3,2,U,2,Hart,4
441,442,0.0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,Unknown,S,Mr,1,1,U,1,Hampe,1
442,443,0.0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,Unknown,S,Mr,2,2,U,1,Petterson,1
443,444,1.0,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,Unknown,S,Mrs,1,1,U,1,Reynaldo,1
444,445,1.0,3,"Johannesen-Bratthammer, Mr. Bernt",male,28.226255994772455,0,0,65306,8.1125,Unknown,S,Mr,1,1,U,1,Johannesen-Bratthammer,1
445,446,1.0,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,Master,3,2,A,2,Dodge,3
446,447,1.0,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,Unknown,S,Miss,2,2,U,2,Mellinger,2
447,448,1.0,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,Unknown,S,Mr,1,1,U,1,Seward,1
448,449,1.0,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,Unknown,C,Miss,4,2,U,2,Baclini,4
449,450,1.0,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,Officer,1,1,C,1,Peuchen,1
450,451,0.0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,Unknown,S,Mr,4,2,U,2,West,4
451,452,0.0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.226255994772455,1,0,65303,19.9667,Unknown,S,Mr,2,2,U,1,Hagland,2
452,453,0.0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,Mr,1,1,C,1,Foreman,1
453,454,1.0,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,Mr,2,2,C,2,Goldenberg,2
454,455,0.0,3,"Peduzzi, Mr. Joseph",male,28.226255994772455,0,0,A/5 2817,8.05,Unknown,S,Mr,1,1,U,1,Peduzzi,1
455,456,1.0,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,Unknown,C,Mr,1,1,U,1,Jalsevac,1
456,457,0.0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,Mr,1,1,E,1,Millet,1
457,458,1.0,1,"Kenyon, Mrs. Frederick R (Marion)",female,43.11469647488398,1,0,17464,51.8625,D21,S,Mrs,2,2,D,2,Kenyon,2
458,459,1.0,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,Unknown,S,Miss,1,1,U,1,Toomey,1
459,460,0.0,3,"O'Connor, Mr. Maurice",male,28.226255994772455,0,0,371060,7.75,Unknown,Q,Mr,1,1,U,1,O'Connor,2
460,461,1.0,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,Mr,1,1,E,1,Anderson,1
461,462,0.0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,Unknown,S,Mr,1,1,U,1,Morley,2
462,463,0.0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,Mr,1,1,E,1,Gee,1
463,464,0.0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,Unknown,S,Mr,1,1,U,1,Milling,1
464,465,0.0,3,"Maisner, Mr. Simon",male,28.226255994772455,0,0,A/S 2816,8.05,Unknown,S,Mr,1,1,U,1,Maisner,1
465,466,0.0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,Unknown,S,Mr,1,1,U,1,Goncalves,1
466,467,0.0,2,"Campbell, Mr. William",male,32.535640595957396,0,0,239853,0.0,Unknown,S,Mr,1,1,U,2,Campbell,1
467,468,0.0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,Unknown,S,Mr,1,1,U,1,Smart,1
468,469,0.0,3,"Scanlan, Mr. James",male,28.226255994772455,0,0,36209,7.725,Unknown,Q,Mr,1,1,U,1,Scanlan,1
469,470,1.0,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,Unknown,C,Miss,4,2,U,2,Baclini,4
470,471,0.0,3,"Keefe, Mr. Arthur",male,28.226255994772455,0,0,323592,7.25,Unknown,S,Mr,1,1,U,1,Keefe,1
471,472,0.0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,Unknown,S,Mr,1,1,U,1,Cacic,4
472,473,1.0,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,Unknown,S,Mrs,4,2,U,2,West,4
473,474,1.0,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Mrs,1,1,D,1,Jerwan,1
474,475,0.0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,Unknown,S,Miss,1,1,U,1,Strandberg,1
475,476,0.0,1,"Clifford, Mr. George Quincy",male,41.51911940270861,0,0,110465,52.0,A14,S,Mr,1,1,A,2,Clifford,1
476,477,0.0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,Unknown,S,Mr,2,2,U,2,Renouf,2
477,478,0.0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,Unknown,S,Mr,2,2,U,1,Braund,2
478,479,0.0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,Unknown,S,Mr,1,1,U,1,Karlsson,3
479,480,1.0,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,Unknown,S,Miss,2,2,U,2,Hirvonen,2
480,481,0.0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,Unknown,S,Master,8,0,U,1,Goodwin,8
481,482,0.0,2,"Frost, Mr. Anthony Wood ""Archie""",male,32.535640595957396,0,0,239854,0.0,Unknown,S,Mr,1,1,U,1,Frost,1
482,483,0.0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,Unknown,S,Mr,1,1,U,1,Rouse,1
483,484,1.0,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,Unknown,S,Mrs,1,1,U,1,Turkula,1
484,485,1.0,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,Mr,2,2,B,2,Bishop,2
485,486,0.0,3,"Lefebre, Miss. Jeannie",female,17.333729506491817,3,1,4133,25.4667,Unknown,S,Miss,5,1,U,1,Lefebre,5
486,487,1.0,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,Mrs,2,2,C,2,Hoyt,3
487,488,0.0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,Mr,1,1,B,1,Kent,1
488,489,0.0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,Unknown,S,Mr,1,1,U,1,Somerton,1
489,490,1.0,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,Unknown,S,Master,3,2,U,2,Coutts,3
490,491,0.0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.226255994772455,1,0,65304,19.9667,Unknown,S,Mr,2,2,U,1,Hagland,2
491,492,0.0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,Unknown,S,Mr,1,1,U,1,Windelov,1
492,493,0.0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,Mr,1,1,C,1,Molson,1
493,494,0.0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,Unknown,C,Mr,1,1,U,1,Artagaveytia,1
494,495,0.0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,Unknown,S,Mr,1,1,U,1,Stanley,2
495,496,0.0,3,"Yousseff, Mr. Gerious",male,28.226255994772455,0,0,2627,14.4583,Unknown,C,Mr,1,1,U,2,Yousseff,1
496,497,1.0,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C,Miss,2,2,D,2,Eustis,1
497,498,0.0,3,"Shellard, Mr. Frederick William",male,28.226255994772455,0,0,C.A. 6212,15.1,Unknown,S,Mr,1,1,U,2,Shellard,1
498,499,0.0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,S,Mrs,4,2,C,1,Allison,4
499,500,0.0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,Unknown,S,Mr,1,1,U,1,Svensson,3
500,501,0.0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,Unknown,S,Mr,1,1,U,1,Calic,2
501,502,0.0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Unknown,Q,Miss,1,1,U,1,Canavan,2
502,503,0.0,3,"O'Sullivan, Miss. Bridget Mary",female,17.333729506491817,0,0,330909,7.6292,Unknown,Q,Miss,1,1,U,1,O'Sullivan,1
503,504,0.0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,Unknown,S,Miss,1,1,U,1,Laitinen,1
504,505,1.0,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,S,Miss,1,1,B,2,Maioni,1
505,506,0.0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C,Mr,2,2,C,2,Penasco y Castellana,2
506,507,1.0,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,Unknown,S,Mrs,3,2,U,2,Quick,3
507,508,1.0,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,41.51911940270861,0,0,111427,26.55,Unknown,S,Mr,1,1,U,1,Bradley,2
508,509,0.0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,Unknown,S,Mr,1,1,U,2,Olsen,4
509,510,1.0,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,Unknown,S,Mr,1,1,U,1,Lang,1
510,511,1.0,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Unknown,Q,Mr,1,1,U,1,Daly,3
511,512,0.0,3,"Webber, Mr. James",male,28.226255994772455,0,0,SOTON/OQ 3101316,8.05,Unknown,S,Mr,1,1,U,1,Webber,2
512,513,1.0,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,Mr,1,1,E,1,McGough,1
513,514,1.0,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,Unknown,C,Mrs,2,2,U,2,Rothschild,2
514,515,0.0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,Unknown,S,Mr,1,1,U,1,Coleff,2
515,516,0.0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S,Mr,1,1,D,1,Walker,1
516,517,1.0,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,Mrs,1,1,F,1,Lemore,1
517,518,0.0,3,"Ryan, Mr. Patrick",male,28.226255994772455,0,0,371110,24.15,Unknown,Q,Mr,1,1,U,2,Ryan,2
518,519,1.0,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,Unknown,S,Mrs,2,2,U,2,Angle,2
519,520,0.0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,Unknown,S,Mr,1,1,U,1,Pavlovic,1
520,521,1.0,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,Miss,1,1,B,2,Perreault,1
521,522,0.0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,Unknown,S,Mr,1,1,U,1,Vovk,1
522,523,0.0,3,"Lahoud, Mr. Sarkis",male,28.226255994772455,0,0,2624,7.225,Unknown,C,Mr,1,1,U,1,Lahoud,1
523,524,1.0,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,Mrs,2,2,B,2,Hippach,2
524,525,0.0,3,"Kassem, Mr. Fared",male,28.226255994772455,0,0,2700,7.2292,Unknown,C,Mr,1,1,U,1,Kassem,1
525,526,0.0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Unknown,Q,Mr,1,1,U,1,Farrell,1
526,527,1.0,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,Unknown,S,Miss,1,1,U,1,Ridsdale,1
527,528,0.0,1,"Farthing, Mr. John",male,41.51911940270861,0,0,PC 17483,221.7792,C95,S,Mr,1,1,C,2,Farthing,1
528,529,0.0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,Unknown,S,Mr,1,1,U,1,Salonen,1
529,530,0.0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,Unknown,S,Mr,4,2,U,1,Hocking,4
530,531,1.0,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,Unknown,S,Miss,3,2,U,2,Quick,3
531,532,0.0,3,"Toufik, Mr. Nakli",male,28.226255994772455,0,0,2641,7.2292,Unknown,C,Mr,1,1,U,1,Toufik,1
532,533,0.0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,Unknown,C,Mr,3,2,U,1,Elias,4
533,534,1.0,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,32.49434306285119,0,2,2668,22.3583,Unknown,C,Mrs,3,2,U,2,Peter,3
534,535,0.0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,Unknown,S,Miss,1,1,U,1,Cacic,4
535,536,1.0,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,Unknown,S,Miss,3,2,U,2,Hart,4
536,537,0.0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S,Officer,1,1,B,1,Butt,1
537,538,1.0,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,Unknown,C,Miss,1,1,U,2,LeRoy,1
538,539,0.0,3,"Risien, Mr. Samuel Beard",male,28.226255994772455,0,0,364498,14.5,Unknown,S,Mr,1,1,U,2,Risien,2
539,540,1.0,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C,Miss,3,2,B,1,Frolicher,1
540,541,1.0,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,S,Miss,3,2,B,2,Crosby,3
541,542,0.0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,Unknown,S,Miss,7,1,U,1,Andersson,11
542,543,0.0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,Unknown,S,Miss,7,1,U,1,Andersson,11
543,544,1.0,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,Unknown,S,Mr,2,2,U,2,Beane,2
544,545,0.0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,C,Mr,2,2,C,2,Douglas,3
545,546,0.0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,Unknown,S,Mr,1,1,U,1,Nicholson,1
546,547,1.0,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,Unknown,S,Mrs,2,2,U,2,Beane,2
547,548,1.0,2,"Padro y Manent, Mr. Julian",male,32.535640595957396,0,0,SC/PARIS 2146,13.8625,Unknown,C,Mr,1,1,U,1,Padro y Manent,1
548,549,0.0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,Unknown,S,Mr,3,2,U,2,Goldsmith,4
549,550,1.0,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,Unknown,S,Master,3,2,U,2,Davies,7
550,551,1.0,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,C,Mr,3,2,C,2,Thayer,3
551,552,0.0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,Unknown,S,Mr,1,1,U,2,Sharp,1
552,553,0.0,3,"O'Brien, Mr. Timothy",male,28.226255994772455,0,0,330979,7.8292,Unknown,Q,Mr,1,1,U,1,O'Brien,3
553,554,1.0,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,Unknown,C,Mr,1,1,U,1,Leeni,1
554,555,1.0,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,Unknown,S,Miss,1,1,U,1,Ohman,1
555,556,0.0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,Unknown,S,Mr,1,1,U,1,Wright,2
556,557,1.0,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,C,Royalty,2,2,A,1,Duff Gordon,2
557,558,0.0,1,"Robbins, Mr. Victor",male,41.51911940270861,0,0,PC 17757,227.525,Unknown,C,Mr,1,1,U,1,Robbins,1
558,559,1.0,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S,Mrs,3,2,E,2,Taussig,3
